NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,city
Om Dhaba & Caters,350,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/om-dhaba-caters-2-bhel-township/info,2,Dhaba,11am to 11pm(Mon-Sun),Good,3.5,39,Haridwar
Laddu Gopal Ji Restaurant,250,North Indian,Haridwar,Ranipur,https://www.zomato.com/haridwar/laddu-gopal-ji-restaurant-ranipur/info,2,Quick Bites,7am to 11pm(Mon-Sun),Average,3.3,33,Haridwar
Namaste Foods,500,"South Indian,North Indian,Fast Food,Chinese",Haridwar,BHEL Township,https://www.zomato.com/haridwar/namaste-foods-bhel-township/info,2,Casual Dining,"11am to 1am(Mon),11am to 11pm(Tue-Sun)",Good,3.5,47,Haridwar
Cafe Dilli Street,400,"Chinese,Indian,Italian,North Indian",Haridwar,BHEL Township,https://www.zomato.com/haridwar/cafe-dilli-street-bhel-township/info,2,Café,12noon to 11pm(Mon-Sun),Good,3.5,58,Haridwar
Goli Vada Pav,150,"Street Food,Fast Food",Haridwar,Ranipur,https://www.zomato.com/haridwar/goli-vada-pav-ranipur/info,2,Quick Bites,11am to 12midnight(Mon-Sun),Average,3.3,54,Haridwar
Sethi Bakers and Confectioners,400,Bakery,Haridwar,BHEL Township,https://www.zomato.com/haridwar/sethi-bakers-and-confectioners-bhel-township/info,2,Bakery,11am to 11pm(Mon-Sun),Good,3.5,57,Haridwar
Plan B,600,"North Indian,Chinese",Haridwar,Jwalapur,https://www.zomato.com/haridwar/plan-b-jwalapur/info,2,Casual Dining,"10am to 11pm(Mon,Tue,Fri,Sat,Sun),Closed...",Good,3.5,47,Haridwar
BoXo Burger,250,Burger,Haridwar,Ranipur,https://www.zomato.com/haridwar/boxo-burger-ranipur/info,2,Quick Bites,"11am to 2am(Mon),11am to 11pm(Tue-Sun)",Average,3.4,49,Haridwar
Juice Lounge,250,"Fast Food,Beverages",Haridwar,Jwalapur,https://www.zomato.com/haridwar/juice-lounge-jwalapur/info,2,Beverage Shop,11am to 11pm(Mon-Sun),Average,3.4,29,Haridwar
The Terrace Cafe,500,"Italian,Chinese,North Indian",Haridwar,Ranipur,https://www.zomato.com/haridwar/the-terrace-cafe-ranipur/info,2,Café,11am to 11pm(Mon-Sun),Average,3.3,27,Haridwar
Giridhar Foods,400,"North Indian,Chinese",Haridwar,Ranipur,https://www.zomato.com/haridwar/giridhar-foods-ranipur/info,2,Casual Dining,8am to 12midnight(Mon-Sun),Good,3.5,42,Haridwar
Delhi Tandoor,200,North Indian,Haridwar,Devpura,https://www.zomato.com/haridwar/delhi-tandoor-devpura/info,3,Quick Bites,6pm to 11pm(Mon-Sun),Good,3.5,48,Haridwar
Ranipur Adda,300,Fast Food,Haridwar,Ranipur,https://www.zomato.com/haridwar/ranipur-adda-ranipur/info,3,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,40,Haridwar
The Ganga Premium Pan Bakery,200,Bakery,Haridwar,Ranipur,https://www.zomato.com/haridwar/the-ganga-premium-pan-bakery-ranipur/info,3,Bakery,"11am to 1230AM(Mon),11am to 11pm(Tue-Sun)",Good,3.5,19,Haridwar
Foody Moody  Restaurant,200,"Indian,Fast Food",Haridwar,Kankhal,https://www.zomato.com/haridwar/foody-moody-restaurant-kankhal/info,3,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,31,Haridwar
Indo-Mughal,300,"Biryani,Chinese,Mughlai",Haridwar,The Pentagon Mall-- BHEL Township,https://www.zomato.com/haridwar/indo-mughal-bhel-township/info,3,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,41,Haridwar
Kathi Junction,250,"Modern Indian,Indian,Chinese,BBQ",Haridwar,Jwalapur,https://www.zomato.com/haridwar/kathi-junction-jwalapur/info,3,Casual Dining,11am to 11pm(Mon-Sun),Average,3.4,27,Haridwar
The Punjabi Nature,450,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/the-punjabi-nature-1-bhel-township/info,3,Quick Bites,"1pm to 1am(Mon),1pm to 11pm(Tue-Sun)",Average,3.2,38,Haridwar
Rollz By the Way,200,Rolls,Haridwar,Jwalapur,https://www.zomato.com/haridwar/rollz-by-the-way-1-jwalapur/info,3,Casual Dining,"11am to 2am(Mon),11am to 11pm(Tue-Sun)",Good,3.8,41,Haridwar
Gulab Sweets & Restaurant,300,"Chinese,Continental,Fast Food,Italian,North Indian,South Indian",Haridwar,Kankhal,https://www.zomato.com/haridwar/gulab-sweets-restaurant-kankhal/info,3,Casual Dining,9am to 1030pm(Mon-Sun),Good,3.5,37,Haridwar
Butterfingers Cafe,200,"Burger,Cafe,Fast Food",Haridwar,Ranipur,https://www.zomato.com/haridwar/butterfingers-cafe-1-ranipur/info,3,Café,11am to 11pm(Mon-Sun),Good,3.5,28,Haridwar
Pizza Mania Desi Tadka,300,"North Indian,Italian,Chinese",Haridwar,Devpura,https://www.zomato.com/haridwar/pizza-mania-desi-tadka-devpura/info,3,Quick Bites,7am to 12midnight(Mon-Sun),Good,3.6,30,Haridwar
Crispy Pizza,350,Pizza,Haridwar,BHEL Township,https://www.zomato.com/haridwar/crispy-pizza-bhel-township/info,3,Kiosk,11am to 11pm(Mon-Sun),Average,3.4,35,Haridwar
Kalkata'S Lazeez Veg & Non Veg Kathi Rolls,200,"Rolls,Fast Food",Haridwar,BHEL Township,https://www.zomato.com/haridwar/kalkatas-lazeez-veg-non-veg-kathi-rolls-bhel-township/info,3,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,24,Haridwar
MR. BITE,200,Chinese,Haridwar,Ranipur,https://www.zomato.com/haridwar/mr-bite-ranipur/info,3,Food Court,11am to 11pm(Mon-Sun),Average,3.4,37,Haridwar
Spicy Village,800,"North Indian,Modern Indian,Indian",Haridwar,BHEL Township,https://www.zomato.com/haridwar/spicy-village-bhel-township/info,3,Casual Dining,"12noon to 330pm,630pm to 1030pm(Mon,Tue...",Average,3.4,38,Haridwar
Goli Vada Pav No.1,200,Fast Food,Haridwar,BHEL Township,https://www.zomato.com/haridwar/goli-vada-pav-no-1-1-bhel-township/info,4,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,29,Haridwar
Captains Cavalry Family Restaurant,1000,"North Indian,Italian,Chinese",Haridwar,BHEL Township,https://www.zomato.com/haridwar/captains-cavalry-family-restaurant-bhel-township/info,4,Lounge,11am to 11pm(Mon-Sun),Average,3.3,43,Haridwar
Hoshiyarpuri Vaishnav Hotel,100,"Street Food,North Indian",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/hoshiyarpuri-vaishnav-hotel-har-ki-pauri/info,4,Quick Bites,6am to 11pm(Mon-Sun),Average,3.3,29,Haridwar
Sindh Restaurant,250,"North Indian,Chinese",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/sindh-restaurant-har-ki-pauri/info,4,Casual Dining,7am to 12midnight(Mon-Sun),Average,3.3,21,Haridwar
Pavitra Vaishno Bhojnalya,300,"Fast Food,North Indian,Street Food",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/pavitra-vaishno-bhojnalya-har-ki-pauri/info,4,Bhojanalya,6am to 1am(Mon-Sun),Average,3.4,8,Haridwar
Cakes & Bakes,400,"Desserts,Bakery",Haridwar,BHEL Township,https://www.zomato.com/haridwar/cakes-bakes-bhel-township/info,4,Bakery,11am to 11pm(Mon-Sun),Good,3.5,24,Haridwar
Mohan Ji Puri Wale,250,"South Indian,North Indian,Modern Indian,Indian",Haridwar,Jwalapur,https://www.zomato.com/haridwar/mohan-ji-puri-wale-jwalapur/info,4,Club,9am to 10pm(Mon-Sun),Good,3.6,43,Haridwar
Cakes & Bakes,200,"Desserts,Bakery",Haridwar,Ranipur,https://www.zomato.com/haridwar/cakes-bakes-ranipur/info,4,Bakery,10am to 10pm(Mon-Sun),Average,3.4,47,Haridwar
Chatora Gaon,400,North Indian,Haridwar,Jwalapur,https://www.zomato.com/haridwar/chatora-gaon-jwalapur/info,4,Quick Bites,630pm to 11pm(Mon-Sun),Good,3.5,21,Haridwar
7th Heaven,550,"Bakery,Fast Food",Haridwar,Jwalapur,https://www.zomato.com/haridwar/7th-heaven-1-jwalapur/info,4,Casual Dining,(Mon-Sun),Average,3.3,39,Haridwar
Pizza Corner,350,Pizza,Haridwar,BHEL Township,https://www.zomato.com/haridwar/pizza-corner-bhel-township/info,4,Kiosk,"957am to 1057pm(Mon),955am to 1057pm...",Average,3.4,23,Haridwar
The Kathi Rolls,150,Rolls,Haridwar,BHEL Township,https://www.zomato.com/haridwar/the-kathi-rolls-bhel-township/info,4,Quick Bites,11am to 10pm(Mon-Sun),Average,3.4,43,Haridwar
Ginni Buns,250,"Fast Food,Beverages",Haridwar,Jwalapur,https://www.zomato.com/haridwar/ginni-buns-1-jwalapur/info,4,Quick Bites,"11am to 10pm(Mon,Wed,Thu,Fri,Sat,Sun),Closed...",Average,3.4,32,Haridwar
Shiv Shankar Shudh Vaishnav Punjabi Bhojanalaya,200,Indian,Haridwar,Kankhal,https://www.zomato.com/haridwar/shiv-shankar-shudh-vaishnav-punjabi-bhojanalaya-kankhal/info,4,Casual Dining,9am to 11pm(Mon-Sun),Average,3.3,18,Haridwar
Zaika The Restro,350,"Chinese,North Indian",Haridwar,Jwalapur,https://www.zomato.com/haridwar/zaika-the-restro-jwalapur/info,4,Café,11am to 11pm(Mon-Sun),Average,3.3,19,Haridwar
Parampara,150,"Chinese,Bengali",Haridwar,Jwalapur,https://www.zomato.com/haridwar/parampara-jwalapur/info,5,Quick Bites,10am to 10pm(Mon-Sun),Average,3.3,17,Haridwar
Hotel Jagat Inn,450,"North Indian,Chinese",Haridwar,Jwalapur,https://www.zomato.com/haridwar/hotel-jagat-inn-jwalapur/info,5,Casual Dining,7am to 10pm(Mon-Sun),Average,3.3,12,Haridwar
Taste Ka Tashan Kathi Rolls,200,"Rolls,Fast Food",Haridwar,Ranipur,https://www.zomato.com/haridwar/taste-ka-tashan-kathi-rolls-ranipur/info,5,Quick Bites,10am to 10pm(Mon-Sun),Good,3.5,21,Haridwar
Goel Sweets,250,Mithai,Haridwar,Jwalapur,https://www.zomato.com/haridwar/goel-sweets-jwalapur/info,5,Sweet Shop,8am to 930pm(Mon-Sun),Average,3.2,24,Haridwar
Mohan Vaishno Hotel,250,"Indian,North Indian",Haridwar,Kankhal,https://www.zomato.com/haridwar/mohan-vaishno-hotel-kankhal/info,5,Bhojanalya,8am to 11pm(Mon-Sun),Average,3.4,14,Haridwar
Om Dhaba & Caters,350,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/om-dhaba-caters-bhel-township/info,5,Dhaba,11am to 11pm(Mon-Sun),Average,3.2,19,Haridwar
Hoshiarpuriya,300,"North Indian,Chinese",Haridwar,BHEL Township,https://www.zomato.com/haridwar/hoshiarpuriya-bhel-township/info,5,Quick Bites,9am to 10pm(Mon-Sun),Average,3.2,16,Haridwar
Crazy's Cakes,250,"Bakery,Pizza,Rolls",Haridwar,Kankhal,https://www.zomato.com/haridwar/crazys-cakes-kankhal/info,5,Bakery,11am to 10pm(Mon-Sun),Average,3.3,26,Haridwar
Saffron Sweets & Restaurant,500,"North Indian,South Indian,Chinese",Haridwar,Ranipur,https://www.zomato.com/haridwar/saffron-sweets-restaurant-ranipur/info,5,Sweet Shop,"730am to 1am(Mon),730am to 1030pm(Tue-Sun)",Average,3.3,16,Haridwar
Om Dhaba & Caters,350,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/om-dhaba-caters-1-bhel-township/info,5,Dhaba,11am to 11pm(Mon-Sun),Average,3.2,15,Haridwar
Sunny Brother Fast Food,160,"Chinese,Italian",Haridwar,Jwalapur,https://www.zomato.com/haridwar/sunny-brother-fast-food-jwalapur/info,5,Quick Bites,5pm to 10pm(Mon-Sun),Average,3.4,10,Haridwar
Indo-Mughal,400,"Fast Food,North Indian",Haridwar,Devpura,https://www.zomato.com/haridwar/indo-mughal-devpura/info,5,Casual Dining,(Mon-Sun),Average,3.3,24,Haridwar
Punjabi Dhaba,400,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/punjabi-dhaba-bhel-township/info,5,Bhojanalya,12noon to 11pm(Mon-Sun),Average,3.3,14,Haridwar
Daddys Chicken,300,"BBQ,Roast Chicken",Haridwar,Jwalapur,https://www.zomato.com/haridwar/daddys-chicken-jwalapur/info,5,Dhaba,(Mon-Sun),Average,3.2,16,Haridwar
Uttam Dhaba,250,North Indian,Haridwar,Ranipur,https://www.zomato.com/haridwar/uttam-dhaba-ranipur/info,5,Quick Bites,,,NEW,NEW,Haridwar
Asli Mashoor Chotiwala,600,"North Indian,Biryani,South Indian",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/asli-mashoor-chotiwala-har-ki-pauri/info,6,Casual Dining,(Mon-Sun),Average,3.2,10,Haridwar
South Indian Fast Food,150,"South Indian,Fast Food",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/south-indian-fast-food-har-ki-pauri/info,6,Quick Bites,8am to 10pm(Mon-Sun),Average,3.4,8,Haridwar
Solitaire The Food Court,400,"Biryani,North Indian,Mughlai,Indian",Haridwar,BHEL Township,https://www.zomato.com/haridwar/solitaire-the-food-court-1-bhel-township/info,6,Casual Dining,"1pm to 10pm(Mon,Wed,Thu,Fri,Sat,Sun),Closed...",Average,3.3,14,Haridwar
Good Morning Confectioners & Bakers,150,Bakery,Haridwar,Ranipur,https://www.zomato.com/haridwar/good-morning-confectioners-bakers-ranipur/info,6,Bakery,10am to 10pm(Mon-Sun),Average,3.3,8,Haridwar
Bajrangi Food Point,200,North Indian,Haridwar,Ranipur,https://www.zomato.com/haridwar/bajrangi-food-point-ranipur/info,6,Quick Bites,"4pm to 930pm(Mon-Sat),125pm to 930pm(Sun)",,NEW,NEW,Haridwar
Vyanjan,300,"Indian,South Indian,Chinese",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/vyanjan-6-har-ki-pauri/info,6,Quick Bites,10am to 10pm(Mon-Sun),Average,3.3,15,Haridwar
Shri Ganesh Ji Lassi Wale,100,Beverages,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/shri-ganesh-ji-lassi-wale-har-ki-pauri/info,6,none,8am to 10pm(Mon-Sun),Average,3.2,8,Haridwar
Manchanda's Bakery,150,Bakery,Haridwar,Jwalapur,https://www.zomato.com/haridwar/manchandas-bakery-jwalapur/info,6,Quick Bites,10am to 10pm(Mon-Sun),Average,3.3,7,Haridwar
Sms Food Villa,280,"North Indian,Rolls,Afghan",Haridwar,Ranipur,https://www.zomato.com/haridwar/sms-food-villa-2-ranipur/info,6,Quick Bites,4pm to 12midnight(Mon-Sun),Average,3.3,19,Haridwar
Midtown Cafe,250,"Fast Food,Beverages",Haridwar,BHEL Township,https://www.zomato.com/haridwar/midtown-cafe-bhel-township/info,6,Quick Bites,102am to 10pm(Mon-Sun),Average,3.2,10,Haridwar
Treat Fast Food,200,"South Indian,Chinese,Fast Food,Italian",Haridwar,Ranipur,https://www.zomato.com/haridwar/treat-fast-food-ranipur/info,6,Bakery,1030am to 930pm(Mon-Sun),Average,3.3,6,Haridwar
Pardesi's Restaurant,500,North Indian,Haridwar,Devpura,https://www.zomato.com/haridwar/pardesis-restaurant-devpura/info,6,Casual Dining,8am to 12midnight(Mon-Sun),Average,3.3,11,Haridwar
Hot Chips,200,Street Food,Haridwar,Jwalapur,https://www.zomato.com/haridwar/hot-chips-jwalapur/info,6,Quick Bites,11am to 930pm(Mon-Sun),,NEW,NEW,Haridwar
Guru Nanak Vaishno Bhojanalaya,250,North Indian,Haridwar,Devpura,https://www.zomato.com/haridwar/guru-nanak-vaishno-bhojanalaya-devpura/info,6,Bhojanalya,7am to 12midnight(Mon-Sun),Average,3.2,6,Haridwar
Shri Ganesh Ji Pede Wale,200,Mithai,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/shri-ganesh-ji-pede-wale-har-ki-pauri/info,6,Sweet Shop,7am to 9pm(Mon-Sun),Average,3.2,13,Haridwar
Protein Box  Eat Like Pro,300,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/protein-box-eat-like-pro-bhel-township/info,7,Quick Bites,"8am to 1pm,430pm to 10pm(Mon-Sun)",,NEW,NEW,Haridwar
Taste of Haridwar,150,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/taste-of-haridwar-bhel-township/info,7,Quick Bites,8am to 10pm(Mon-Sun),Average,3.2,4,Haridwar
Mohan Juice Corner,150,Juices,Haridwar,Kankhal,https://www.zomato.com/haridwar/mohan-juice-corner-kankhal/info,7,Beverage Shop,"10am to 8pm(Mon-Sat),Closed(Sun)",Average,3.2,5,Haridwar
Lakshya Burger Center,100,Fast Food,Haridwar,Devpura,https://www.zomato.com/haridwar/lakshya-burger-center-devpura/info,7,Quick Bites,2pm to 10pm(Mon-Sun),Not rated,-,-,Haridwar
Bhatia Dugdh Bhandar,200,Mithai,Haridwar,Kankhal,https://www.zomato.com/haridwar/bhatia-dugdh-bhandar-kankhal/info,7,Sweet Shop,9am to 9pm(Mon-Sun),Average,3.2,5,Haridwar
Aqua Restaurant (Hotel the Rio),500,Chinese,Haridwar,Devpura,https://www.zomato.com/haridwar/aqua-restaurant-hotel-the-rio-devpura/info,7,Casual Dining,11am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
RNR Shudh Bhojanalaya,250,North Indian,Haridwar,Kankhal,https://www.zomato.com/haridwar/rnr-shudh-bhojanalaya-kankhal/info,7,Bhojanalya,8am to 10pm(Mon-Sun),Average,3.2,7,Haridwar
Captains Bakery & Cafe,200,"Fast Food,Bakery",Haridwar,BHEL Township,https://www.zomato.com/haridwar/captains-bakery-cafe-bhel-township/info,7,Bakery,10am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
Shree Krishna Food Junction,400,"North Indian,South Indian,Chinese,Fast Food",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/shree-krishna-food-junction-3-har-ki-pauri/info,7,Casual Dining,10am to 10pm(Mon-Sun),Average,3.2,4,Haridwar
Naviedyam,400,"South Indian,Fast Food,Beverages,Ice Cream",Haridwar,Kankhal,https://www.zomato.com/haridwar/naviedyam-kankhal/info,7,Quick Bites,11am to 930pm(Mon-Sun),Not rated,-,-,Haridwar
Zaika Restaurant,600,"North Indian,Chinese",Haridwar,BHEL Township,https://www.zomato.com/haridwar/zaika-restaurant-2-bhel-township/info,7,Casual Dining,"11am to 10pm(Mon,Wed,Thu,Fri,Sat,Sun),Closed...",Not rated,-,-,Haridwar
Bhatia Sweet Shop,200,"Bakery,Mithai",Haridwar,BHEL Township,https://www.zomato.com/haridwar/bhatia-sweet-shop-bhel-township/info,7,Quick Bites,9am to 9pm(Mon-Sun),Not rated,-,-,Haridwar
Gulshan Fast Food,300,Fast Food,Haridwar,BHEL Township,https://www.zomato.com/haridwar/gulshan-fast-food-bhel-township/info,7,Quick Bites,10am to 10pm(Mon-Sun),,NEW,NEW,Haridwar
Cream Bell,150,"Ice Cream,Fast Food",Haridwar,BHEL Township,https://www.zomato.com/haridwar/cream-bell-bhel-township/info,7,Dessert Parlor,10am to 9pm(Mon-Sun),Not rated,-,-,Haridwar
Kwality Walls,200,Desserts,Haridwar,BHEL Township,https://www.zomato.com/haridwar/kwality-walls-bhel-township/info,7,Dessert Parlor,10am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
Oven Fresh Bakers,250,"Bakery,Chinese,South Indian,Wraps",Haridwar,BHEL Township,https://www.zomato.com/haridwar/oven-fresh-bakers-bhel-township/info,8,Quick Bites,7am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
Punjabi Puri Wala,150,"Street Food,North Indian",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/punjabi-puri-wala-har-ki-pauri/info,8,Quick Bites,7am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
Bonfire Restaurant,400,"North Indian,Chinese",Haridwar,BHEL Township,https://www.zomato.com/haridwar/bonfire-restaurant-bhel-township/info,8,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,18,Haridwar
Sethi Bakers,200,Bakery,Haridwar,Jwalapur,https://www.zomato.com/haridwar/sethi-bakers-jwalapur/info,8,Bakery,930am to 530pm(Mon-Sun),Not rated,-,-,Haridwar
Punjabi Bhojnalaya,120,Indian,Haridwar,Devpura,https://www.zomato.com/haridwar/punjabi-bhojnalaya-devpura/info,8,Bhojanalya,10am to 9pm(Mon-Sun),Not rated,-,-,Haridwar
Lajja Palace,500,"North Indian,Fast Food,Chinese",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/lajja-palace-har-ki-pauri/info,8,Casual Dining,"11am to 8pm(Mon-Tue),11am to 10pm(Wed-Sun)",Not rated,-,-,Haridwar
Ministry Of Shakes,200,"Beverages,Juices",Haridwar,Salempur Mahdood,https://www.zomato.com/haridwar/ministry-of-shakes-salempur-mahdood/info,8,Beverage Shop,10am to 10pm(Mon-Sun),,NEW,NEW,Haridwar
Hot Bite Restaurant,400,North Indian,Haridwar,Devpura,https://www.zomato.com/haridwar/hot-bite-restaurant-devpura/info,8,Casual Dining,8am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
Cup of Joy Cafe,500,"Italian,Coffee,Beverages",Haridwar,BHEL Township,https://www.zomato.com/haridwar/cup-of-joy-cafe-bhel-township/info,8,Casual Dining,10am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
Hotel Shiv Murti Grand,400,North Indian,Haridwar,Devpura,https://www.zomato.com/haridwar/hotel-shiv-murti-grand-devpura/info,8,Fine Dining,11am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
INDO-THAI,250,Ice Cream,Haridwar,Ranipur,https://www.zomato.com/haridwar/indo-thai-ranipur/info,8,Dessert Parlor,1pm to 1am(Mon-Sun),Average,3.3,12,Haridwar
Sindh Confectioners,250,"Desserts,Bakery",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/sindh-confectioners-har-ki-pauri/info,8,Confectionery,9am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
Shri Ganga Veshno Hotel,350,North Indian,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/shri-ganga-veshno-hotel-har-ki-pauri/info,8,Casual Dining,(Mon-Sun),Not rated,-,-,Haridwar
Bajrangi Biryani,200,Biryani,Haridwar,Ranipur,https://www.zomato.com/haridwar/bajrangi-biryani-ranipur/info,8,none,4pm to 930pm(Mon-Sun),Not rated,-,-,Haridwar
Chacha Ji Bakery,250,Bakery,Haridwar,Jwalapur,https://www.zomato.com/haridwar/chacha-ji-bakery-jwalapur/info,8,Bakery,11am to 10pm(Mon-Sun),Not rated,-,-,Haridwar
Caffix,300,"North Indian,Chinese",Haridwar,Kankhal,https://www.zomato.com/haridwar/caffix-kankhal/info,9,Quick Bites,10am to 10pm(Mon-Sun),,NEW,NEW,Haridwar
Mom's kitchen,200,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/moms-kitchen-bhel-township/info,9,Quick Bites,730am to 930pm(Mon-Sun),,NEW,NEW,Haridwar
Oven Fresh Sweets & Snacks,250,"North Indian,South Indian,Street Food",Haridwar,BHEL Township,https://www.zomato.com/haridwar/oven-fresh-sweets-snacks-bhel-township/info,9,Quick Bites,7am to 1045pm(Mon-Sun),Average,3.3,6,Haridwar
Shalini Fast Food,150,Fast Food,Haridwar,Kankhal,https://www.zomato.com/haridwar/shalini-fast-food-kankhal/info,9,Quick Bites,8am to 11pm(Mon-Sun),Average,3.3,11,Haridwar
Four Brothers Fast Food Adda,150,"Chinese,Fast Food,Momos",Haridwar,BHEL Township,https://www.zomato.com/haridwar/four-brothers-fast-food-adda-bhel-township/info,9,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,14,Haridwar
Sidcul Thali,300,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/sidcul-thali-bhel-township/info,9,Quick Bites,11am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Onion Fresh,200,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/onion-fresh-bhel-township/info,9,Quick Bites,1030am to 1030pm(Mon-Sun),Average,3.3,11,Haridwar
Yarana Dhaba ( Veg & Non Veg ),400,"BBQ,Indian,North Indian,Afghan",Haridwar,Jwalapur,https://www.zomato.com/haridwar/yarana-dhaba-veg-non-veg-jwalapur/info,9,Bhojanalya,12noon to 11pm(Mon-Sun),Average,3.2,9,Haridwar
SRH Kathi Roll Veg & Non-Veg,150,"Rolls,Chinese",Haridwar,Sitapur,https://www.zomato.com/haridwar/srh-kathi-roll-veg-non-veg-sitapur/info,9,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,9,Haridwar
Roti Te Boti,400,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/roti-te-boti-bhel-township/info,9,Quick Bites,11am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Patiala Lassi,120,"Beverages,Drinks Only",Haridwar,Devpura,https://www.zomato.com/haridwar/patiala-lassi-devpura/info,9,Beverage Shop,8am to 11pm(Mon-Sun),Average,3.4,7,Haridwar
The Taste Of Kalkata,250,"BBQ,Rolls",Haridwar,Ranipur,https://www.zomato.com/haridwar/the-taste-of-kalkata-ranipur/info,9,Quick Bites,12noon to 11pm(Mon-Sun),Average,3.4,6,Haridwar
Cafe Coffee Day,500,Cafe,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/cafe-coffee-day-har-ki-pauri/info,9,Café,9am to 11pm(Mon-Sun),Average,3.2,15,Haridwar
